Date,videoid,Views,Avg_duration,Earnings,vidviews,likes,dislikes,comments,startdate,daysactive
9/5/12,35,19,3.09,0.08,27407,141,4,48,6/14/10,1013
9/5/12,5,16,2.9,0.01,19875,180,0,25,9/25/09,1275
9/5/12,6,69,3.42,0.27,82659,353,5,54,9/27/09,1273
9/5/12,E110,3,3.12,0,6011,28,2,10,1/10/11,803
9/5/12,R11,2,4.73,0,1164,9,0,0,4/3/11,720
9/5/12,12,19,2,0,13243,44,3,20,10/21/09,1249
9/5/12,14,1,0.65,0,5101,29,0,6,10/27/09,1243
9/5/12,42,15,6.48,0,20617,278,1,26,8/30/10,936
9/5/12,R4,6,4.18,0,4732,33,0,5,2/28/11,754
9/5/12,29,9,2.42,0,20514,223,0,38,3/26/10,1093
9/5/12,25,3,0.21,0,10851,48,1,13,2/13/10,1134
9/5/12,R10,10,2.81,0,4778,34,0,5,3/29/11,725
9/5/12,23,7,2.33,0,23980,75,4,18,1/27/10,1151
9/5/12,E21,4,1.79,0.01,5453,30,0,16,4/18/11,705
9/5/12,31,3,3.59,0,4615,52,1,3,3/28/10,1091
9/5/12,21,11,1.5,0,18107,131,1,23,1/23/10,1155
9/5/12,24b,8,3.9,0,8704,72,0,13,2/9/10,1138
9/5/12,R2,7,1.61,0,4602,38,0,2,2/23/11,759
9/5/12,1b,11,3.62,0.1,6164,60,0,4,2/19/11,763
9/5/12,2,24,4.92,0.1,23780,231,6,44,9/11/09,1289
9/5/12,E14,19,3.1,0,11267,61,2,16,12/27/10,817
9/5/12,44,12,1.72,0,21913,232,0,34,11/15/10,859
9/5/12,3,3,4.12,0,10818,110,0,18,9/12/09,1288
9/5/12,E19,0,0,0,3170,21,1,9,1/7/11,806
9/5/12,E17,18,2.28,0.17,8616,47,0,15,12/29/10,815
9/5/12,19,12,3.73,0,24811,178,3,19,1/12/10,1166
9/5/12,40,18,2.42,0,17705,202,0,25,8/30/10,936
9/5/12,6c,15,2.02,0,10664,89,1,15,12/12/10,832
9/5/12,22,4,4.21,0.01,9094,63,0,11,1/26/10,1152
9/5/12,16,10,3.46,0,23359,277,4,38,11/9/09,1230
9/5/12,E111,0,0,0,1491,10,2,4,2/19/11,763
9/5/12,16a,4,2.95,0,11263,74,1,13,11/9/09,1230
9/5/12,9c,15,2.77,0.1,12330,181,3,17,12/29/10,815
9/5/12,Reg1,17,2.32,0,23308,67,4,23,9/20/09,1280
9/5/12,R12,1,0.14,0,3457,22,0,10,4/12/11,711
9/5/12,R5,4,1.39,0,2893,21,0,5,3/1/11,753
9/5/12,26,17,2,0,24375,73,7,17,2/21/10,1126
9/5/12,R13,1,0,0,1739,9,0,1,4/14/11,709
9/5/12,28,6,1.59,0.01,10086,78,0,10,3/23/10,1096
9/5/12,35a,10,4.8,0,16629,68,3,20,7/6/10,991
9/5/12,R14,0,0,0,800,7,0,0,4/19/11,704
9/5/12,43,17,2.6,0.16,25256,292,4,33,11/7/10,867
9/5/12,45,1,5.85,0.16,5703,35,1,6,11/16/10,858
9/5/12,9b,35,3.55,0.58,38811,256,6,51,12/18/10,826
9/5/12,E15,25,5.14,0,21635,152,4,26,12/28/10,816
9/5/12,17a,28,2.77,0.15,43539,246,6,44,11/19/09,1220
9/5/12,ANOVA,11,0.96,0,13723,58,1,18,9/22/09,1278
9/5/12,24a,14,3.48,0.14,18345,100,2,31,2/8/10,1139
9/5/12,27,13,5.07,0.05,24085,137,6,31,3/10/10,1109
9/5/12,R9,3,0.27,0.04,3544,8,0,12,4/10/11,713
9/5/12,29b,5,2.93,0,6610,42,1,12,3/27/10,1092
9/5/12,11a,33,2.58,0.11,47383,259,13,57,10/13/09,1257
9/5/12,E11,14,4.31,0,4858,30,0,5,12/27/10,817
9/5/12,4,11,1.88,0,11754,56,3,12,9/19/09,1281
9/5/12,R1,17,4.52,0.05,6365,85,1,10,2/21/11,761
9/5/12,15a,2,0,0,5521,24,0,5,11/3/09,1236
9/5/12,NegExt,1,0.17,0,1773,21,1,8,4/21/11,702
9/5/12,9,8,3.25,0.01,14758,144,1,24,10/6/09,1264
9/5/12,39,12,2.45,0.17,11422,96,2,32,8/16/10,950
9/5/12,R7,2,0.21,0,1609,10,0,1,3/7/11,747
9/5/12,1,18,2.94,0,23785,228,1,28,8/31/09,1300
9/5/12,E13,2,0.55,0,2758,24,0,1,12/27/10,817
9/5/12,6a,29,2.59,0.18,30852,163,3,28,9/27/09,1273
9/5/12,UsefulTrick,2,2,0,2452,21,2,4,7/16/10,981
9/5/12,10,51,3.56,0.16,67029,490,10,63,10/13/09,1257
9/5/12,17,7,1.63,0,19284,194,1,23,11/17/09,1222
9/5/12,41,14,3.71,0,14982,166,1,26,3/12/10,1107
9/5/12,8,30,3.04,0,28254,164,4,25,10/2/09,1268
9/5/12,Reg3,8,1.99,0,9166,26,0,6,9/20/09,1280
9/5/12,WhatIs,17,2.14,0.1,40995,98,3,11,12/20/10,824
9/5/12,6b,27,3.74,0.01,11826,97,4,20,11/21/10,853
9/5/12,7,49,4.4,0.11,52310,580,10,65,9/29/09,1271
9/5/12,38,13,1.06,0.12,9626,63,2,10,8/15/10,951
9/5/12,Reg2,22,1.54,0,19069,31,4,8,9/20/09,1280
9/6/12,10,44,3.61,0.11,67029,490,10,63,10/13/09,1257
9/6/12,39,7,0.75,2.12,11422,96,2,32,8/16/10,950
9/6/12,E16,7,1.75,0.05,6818,30,0,3,12/29/10,815
9/6/12,9,7,2.24,0.03,14758,144,1,24,10/6/09,1264
9/6/12,Reg3,6,1.97,0.41,9166,26,0,6,9/20/09,1280
9/6/12,R13,7,1.21,0.07,1739,9,0,1,4/14/11,709
9/6/12,36,1,6.69,0.03,5888,30,1,5,7/9/10,988
9/6/12,21,18,3.27,0.01,18107,131,1,23,1/23/10,1155
9/6/12,45,3,0.11,0,5703,35,1,6,11/16/10,858
9/6/12,Sunk,4,1.36,0,5532,26,0,3,7/16/10,981
9/6/12,E110,6,1.45,0.03,6011,28,2,10,1/10/11,803
9/6/12,29b,1,0.33,0,6610,42,1,12,3/27/10,1092
9/6/12,E14,18,2.45,0.32,11267,61,2,16,12/27/10,817
9/6/12,4,16,5.17,0,11754,56,3,12,9/19/09,1281
9/6/12,26,28,1.99,0.01,24375,73,7,17,2/21/10,1126
9/6/12,35,10,3.22,0.1,27407,141,4,48,6/14/10,1013
9/6/12,11a,21,1.43,0.04,47383,259,13,57,10/13/09,1257
9/6/12,35a,5,3.66,0,16629,68,3,20,7/6/10,991
9/6/12,5,20,2.65,0.01,19875,180,0,25,9/25/09,1275
9/6/12,E111,0,0,0,1491,10,2,4,2/19/11,763
9/6/12,27,12,4.25,0.11,24085,137,6,31,3/10/10,1109
9/6/12,25,9,1.98,0.02,10851,48,1,13,2/13/10,1134
9/6/12,R2,15,0.85,0,4602,38,0,2,2/23/11,759
9/6/12,E15,35,2.08,0.02,21635,152,4,26,12/28/10,816
9/6/12,NegExt,0,0,0,1773,21,1,8,4/21/11,702
9/6/12,E11,9,3.04,0,4858,30,0,5,12/27/10,817
9/6/12,1,15,2.4,0,23785,228,1,28,8/31/09,1300
9/6/12,22,4,1.07,0,9094,63,0,11,1/26/10,1152
9/6/12,7,43,4.9,0.12,52310,580,10,65,9/29/09,1271
9/6/12,37,7,6.03,0.01,21085,211,1,32,8/6/10,960
9/6/12,R4,10,1.29,0.02,4732,33,0,5,2/28/11,754
9/6/12,WhatIs,15,4.88,0.04,40995,98,3,11,12/20/10,824
9/6/12,41,10,2.67,0,14982,166,1,26,3/12/10,1107
9/6/12,16,25,3.18,0,23359,277,4,38,11/9/09,1230
9/6/12,11,43,4.36,0.12,25380,151,2,45,10/13/09,1257
9/6/12,19,9,3.22,0,24811,178,3,19,1/12/10,1166
9/6/12,23,9,0.66,0,23980,75,4,18,1/27/10,1151
9/6/12,R11,7,0.87,0,1164,9,0,0,4/3/11,720
9/6/12,R6,4,2.73,0,2189,10,0,2,3/3/11,751
9/6/12,6c,18,3.57,0,10664,89,1,15,12/12/10,832
9/6/12,3,1,0,0,10818,110,0,18,9/12/09,1288
9/6/12,R9,6,0.64,0,3544,8,0,12,4/10/11,713
9/6/12,R10,6,1.34,0.02,4778,34,0,5,3/29/11,725
9/6/12,38,12,2.18,0,9626,63,2,10,8/15/10,951
9/6/12,6,51,3.41,0.22,82659,353,5,54,9/27/09,1273
9/6/12,42,10,5.19,0,20617,278,1,26,8/30/10,936
9/6/12,2,15,6.06,0.33,23780,231,6,44,9/11/09,1289
9/6/12,E13,2,7.21,0,2758,24,0,1,12/27/10,817
9/6/12,24a,16,1.98,0.06,18345,100,2,31,2/8/10,1139
9/6/12,E21,1,8.44,0,5453,30,0,16,4/18/11,705
9/6/12,34,11,1.58,0.02,10359,35,1,9,6/7/10,1020
9/6/12,17,3,5.69,0,19284,194,1,23,11/17/09,1222
9/6/12,E19,5,3.95,0.02,3170,21,1,9,1/7/11,806
9/6/12,UsefulTrick,5,1.93,0,2452,21,2,4,7/16/10,981
9/6/12,E17,13,2.11,0.2,8616,47,0,15,12/29/10,815
9/6/12,E12,5,3.89,0,2600,17,0,1,12/27/10,817
9/6/12,14,2,4.07,0,5101,29,0,6,10/27/09,1243
9/6/12,32,7,3.08,0.09,13032,87,0,11,6/7/10,1020
9/6/12,31,3,3.27,0,4615,52,1,3,3/28/10,1091
9/6/12,40,17,2.36,0.59,17705,202,0,25,8/30/10,936
9/6/12,Reg2,12,0.97,0,19069,31,4,8,9/20/09,1280
9/6/12,1b,19,4.87,0.33,6164,60,0,4,2/19/11,763
9/6/12,6b,6,4.71,0,11826,97,4,20,11/21/10,853
9/6/12,20,16,2.17,0,29020,113,8,15,1/15/10,1163
9/6/12,16a,7,2.5,0,11263,74,1,13,11/9/09,1230
9/6/12,8,31,2.23,0,28254,164,4,25,10/2/09,1268
9/6/12,9a,6,3.88,0,15061,129,0,25,10/6/09,1264
9/6/12,13,3,1.77,0,12242,79,0,9,10/27/09,1243
9/6/12,17a,23,3.27,0.2,43539,246,6,44,11/19/09,1220
9/6/12,18,28,2.36,0.04,29105,129,5,27,1/7/10,1171
9/6/12,30,2,0.74,0,8820,75,1,10,3/27/10,1092
9/6/12,29,8,2.21,0.02,20514,223,0,38,3/26/10,1093
9/6/12,28,5,4.16,0.01,10086,78,0,10,3/23/10,1096
9/6/12,R5,7,1.52,0,2893,21,0,5,3/1/11,753
9/6/12,E18,5,8.04,0,6502,31,1,10,12/31/10,813
9/6/12,12,22,2.25,0,13243,44,3,20,10/21/09,1249
9/6/12,R12,8,1.06,0.01,3457,22,0,10,4/12/11,711
9/6/12,43,15,3.2,0.14,25256,292,4,33,11/7/10,867
9/6/12,Reg1,23,5.23,0.01,23308,67,4,23,9/20/09,1280
9/6/12,24b,10,3.85,0,8704,72,0,13,2/9/10,1138
9/6/12,44,9,4.32,0,21913,232,0,34,11/15/10,859
9/6/12,R8,8,0.85,0,1796,17,0,1,4/9/11,714
9/6/12,33,6,1.57,0,13834,52,2,14,6/7/10,1020
9/6/12,R7,6,1.45,0,1609,10,0,1,3/7/11,747
9/6/12,29a,6,1.96,0.02,9318,37,0,6,3/27/10,1092
9/6/12,9b,40,3.05,0.08,38811,256,6,51,12/18/10,826
9/6/12,6a,14,2.44,0.14,30852,163,3,28,9/27/09,1273
9/6/12,R1,18,3.97,0.11,6365,85,1,10,2/21/11,761
9/6/12,9c,9,1.72,0.05,12330,181,3,17,12/29/10,815
9/6/12,15a,1,0.93,0,5521,24,0,5,11/3/09,1236
9/6/12,R3,5,0.3,0,2805,18,0,0,2/25/11,757
9/6/12,R14,2,0.33,0,800,7,0,0,4/19/11,704
9/6/12,ANOVA,2,5.87,0.1,13723,58,1,18,9/22/09,1278
9/7/12,8,13,4.41,0,28254,164,4,25,10/2/09,1268
9/7/12,E12,4,4.53,0,2600,17,0,1,12/27/10,817
9/7/12,R8,2,4.22,0,1796,17,0,1,4/9/11,714
9/7/12,37,12,4.7,0.05,21085,211,1,32,8/6/10,960
9/7/12,44,9,6,0,21913,232,0,34,11/15/10,859
9/7/12,16a,3,3.58,0,11263,74,1,13,11/9/09,1230
9/7/12,R6,2,3.76,0.01,2189,10,0,2,3/3/11,751
9/7/12,E111,0,0,0,1491,10,2,4,2/19/11,763
9/7/12,1,16,1.23,0.01,23785,228,1,28,8/31/09,1300
9/7/12,42,6,5.09,0,20617,278,1,26,8/30/10,936
9/7/12,ANOVA,3,6.08,0,13723,58,1,18,9/22/09,1278
9/7/12,Sunk,2,0.09,0,5532,26,0,3,7/16/10,981
9/7/12,4,16,3.76,0,11754,56,3,12,9/19/09,1281
9/7/12,R5,5,2.4,0,2893,21,0,5,3/1/11,753
9/7/12,11,11,3.23,0.11,25380,151,2,45,10/13/09,1257
9/7/12,NegExt,0,0,0,1773,21,1,8,4/21/11,702
9/7/12,35,7,3.05,0.08,27407,141,4,48,6/14/10,1013
9/7/12,11a,17,3.22,0.03,47383,259,13,57,10/13/09,1257
9/7/12,R13,8,1.48,0.02,1739,9,0,1,4/14/11,709
9/7/12,41,8,1.47,0,14982,166,1,26,3/12/10,1107
9/7/12,Reg1,13,4.96,0.01,23308,67,4,23,9/20/09,1280
9/7/12,6c,24,4.02,0.78,10664,89,1,15,12/12/10,832
9/7/12,E110,1,1.83,0,6011,28,2,10,1/10/11,803
9/7/12,38,6,5.69,0,9626,63,2,10,8/15/10,951
9/7/12,32,4,0.33,0.01,13032,87,0,11,6/7/10,1020
9/7/12,6,37,3.11,0.15,82659,353,5,54,9/27/09,1273
9/7/12,5,6,2.09,0.02,19875,180,0,25,9/25/09,1275
9/7/12,Reg3,4,3.43,0.08,9166,26,0,6,9/20/09,1280
9/7/12,9b,35,4.41,0.28,38811,256,6,51,12/18/10,826
9/7/12,30,2,0.46,0,8820,75,1,10,3/27/10,1092
9/7/12,17a,14,3.53,0.1,43539,246,6,44,11/19/09,1220
9/7/12,13,7,1.06,0,12242,79,0,9,10/27/09,1243
9/7/12,R1,12,4.11,0.1,6365,85,1,10,2/21/11,761
9/7/12,24a,9,6.43,0.03,18345,100,2,31,2/8/10,1139
9/7/12,E21,7,3.35,0.01,5453,30,0,16,4/18/11,705
9/7/12,10,25,3.04,0.03,67029,490,10,63,10/13/09,1257
9/7/12,29,6,5.51,0,20514,223,0,38,3/26/10,1093
9/7/12,12,13,4.94,0.03,13243,44,3,20,10/21/09,1249
9/7/12,14,4,2.05,0,5101,29,0,6,10/27/09,1243
9/7/12,17,9,1.75,0.06,19284,194,1,23,11/17/09,1222
9/7/12,R4,7,2.21,0,4732,33,0,5,2/28/11,754
9/7/12,E18,5,1.89,0,6502,31,1,10,12/31/10,813
9/7/12,16,6,6.44,0,23359,277,4,38,11/9/09,1230
9/7/12,39,3,1.95,0,11422,96,2,32,8/16/10,950
9/7/12,3,6,1.16,0.01,10818,110,0,18,9/12/09,1288
9/7/12,E19,2,0.18,0,3170,21,1,9,1/7/11,806
9/7/12,18,23,2.42,0.4,29105,129,5,27,1/7/10,1171
9/7/12,E15,21,3.55,0,21635,152,4,26,12/28/10,816
9/7/12,36,4,1.97,0,5888,30,1,5,7/9/10,988
9/7/12,21,9,1.37,0,18107,131,1,23,1/23/10,1155
9/7/12,UsefulTrick,1,1.17,0,2452,21,2,4,7/16/10,981
9/7/12,6b,12,3.28,0,11826,97,4,20,11/21/10,853
9/7/12,R2,6,3.6,0,4602,38,0,2,2/23/11,759
9/7/12,R10,4,0.51,0.02,4778,34,0,5,3/29/11,725
9/7/12,E13,3,8.9,0,2758,24,0,1,12/27/10,817
9/7/12,WhatIs,15,0.22,0.01,40995,98,3,11,12/20/10,824
9/7/12,22,1,6.72,0,9094,63,0,11,1/26/10,1152
9/7/12,1b,15,2.53,0.01,6164,60,0,4,2/19/11,763
9/7/12,2,11,5.21,0.49,23780,231,6,44,9/11/09,1289
9/7/12,34,4,2.25,0,10359,35,1,9,6/7/10,1020
9/7/12,33,1,7.23,0,13834,52,2,14,6/7/10,1020
9/7/12,R3,2,2.79,0,2805,18,0,0,2/25/11,757
9/7/12,R7,0,0,0,1609,10,0,1,3/7/11,747
9/7/12,45,0,0,0,5703,35,1,6,11/16/10,858
9/7/12,31,4,0.08,0,4615,52,1,3,3/28/10,1091
9/7/12,24b,8,1.56,0,8704,72,0,13,2/9/10,1138
9/7/12,7,27,4.41,0.56,52310,580,10,65,9/29/09,1271
9/7/12,R9,1,0,0,3544,8,0,12,4/10/11,713
9/7/12,9c,10,2.07,0,12330,181,3,17,12/29/10,815
9/7/12,40,16,2.27,0,17705,202,0,25,8/30/10,936
9/7/12,E14,10,4.66,0,11267,61,2,16,12/27/10,817
9/7/12,26,17,3.12,0,24375,73,7,17,2/21/10,1126
9/7/12,15a,2,1.84,0.14,5521,24,0,5,11/3/09,1236
9/7/12,29a,5,0.9,0,9318,37,0,6,3/27/10,1092
9/7/12,R11,0,0,0,1164,9,0,0,4/3/11,720
9/7/12,19,9,2.38,0,24811,178,3,19,1/12/10,1166
9/7/12,43,16,2.72,0.07,25256,292,4,33,11/7/10,867
9/7/12,20,11,1.98,0.1,29020,113,8,15,1/15/10,1163
9/7/12,29b,2,5.46,0,6610,42,1,12,3/27/10,1092
9/7/12,23,7,0.54,0,23980,75,4,18,1/27/10,1151
9/7/12,E11,4,2.56,0,4858,30,0,5,12/27/10,817
9/7/12,28,5,4.66,0.01,10086,78,0,10,3/23/10,1096
9/7/12,35a,5,5.79,0,16629,68,3,20,7/6/10,991
9/7/12,Reg2,9,1.85,0.01,19069,31,4,8,9/20/09,1280
9/7/12,27,12,2.58,0.07,24085,137,6,31,3/10/10,1109
9/7/12,R14,1,0.39,0,800,7,0,0,4/19/11,704
9/7/12,E16,8,3.53,0.01,6818,30,0,3,12/29/10,815
9/7/12,R12,0,0,0,3457,22,0,10,4/12/11,711
9/7/12,9a,7,4.79,0,15061,129,0,25,10/6/09,1264
9/7/12,E17,4,2.16,0.01,8616,47,0,15,12/29/10,815
9/7/12,6a,21,2.69,0,30852,163,3,28,9/27/09,1273
9/7/12,9,8,3.99,0,14758,144,1,24,10/6/09,1264
9/7/12,25,8,2.46,0,10851,48,1,13,2/13/10,1134
9/8/12,R10,9,3.18,0.1,4778,34,0,5,3/29/11,725
9/8/12,E19,0,0,0,3170,21,1,9,1/7/11,806
9/8/12,Reg1,16,3.61,0,23308,67,4,23,9/20/09,1280
9/8/12,E16,2,3.77,0.05,6818,30,0,3,12/29/10,815
9/8/12,36,1,1.83,0,5888,30,1,5,7/9/10,988
9/8/12,39,5,6.39,0,11422,96,2,32,8/16/10,950
9/8/12,WhatIs,26,3.29,0.21,40995,98,3,11,12/20/10,824
9/8/12,R9,1,0.84,0,3544,8,0,12,4/10/11,713
9/8/12,29b,2,2.82,0,6610,42,1,12,3/27/10,1092
9/8/12,29a,2,0.88,0,9318,37,0,6,3/27/10,1092
9/8/12,UsefulTrick,1,6.46,0,2452,21,2,4,7/16/10,981
9/8/12,33,7,4.05,0,13834,52,2,14,6/7/10,1020
9/8/12,E17,9,3.64,0.06,8616,47,0,15,12/29/10,815
9/8/12,22,2,5.01,0.01,9094,63,0,11,1/26/10,1152
9/8/12,3,1,8.48,0,10818,110,0,18,9/12/09,1288
9/8/12,E12,6,2.33,0.06,2600,17,0,1,12/27/10,817
9/8/12,NegExt,2,0.6,0,1773,21,1,8,4/21/11,702
9/8/12,20,7,2.32,0.01,29020,113,8,15,1/15/10,1163
9/8/12,31,3,4.71,0,4615,52,1,3,3/28/10,1091
9/8/12,28,3,0.71,0,10086,78,0,10,3/23/10,1096
9/8/12,R12,2,0.33,0,3457,22,0,10,4/12/11,711
9/8/12,5,9,3.75,0.05,19875,180,0,25,9/25/09,1275
9/8/12,E111,0,0,0,1491,10,2,4,2/19/11,763
9/8/12,14,0,0,0,5101,29,0,6,10/27/09,1243
9/8/12,R11,1,0.45,0,1164,9,0,0,4/3/11,720
9/8/12,9c,6,2.32,0.06,12330,181,3,17,12/29/10,815
9/8/12,35,8,1.68,0.05,27407,141,4,48,6/14/10,1013
9/8/12,38,6,3.89,0,9626,63,2,10,8/15/10,951
9/8/12,6,59,2.95,0.28,82659,353,5,54,9/27/09,1273
9/8/12,R8,2,0.71,0,1796,17,0,1,4/9/11,714
9/8/12,Reg2,6,2.2,0.01,19069,31,4,8,9/20/09,1280
9/8/12,37,12,4.18,0.08,21085,211,1,32,8/6/10,960
9/8/12,R13,1,0,0,1739,9,0,1,4/14/11,709
9/8/12,40,10,2.81,0,17705,202,0,25,8/30/10,936
9/8/12,ANOVA,3,2.85,0,13723,58,1,18,9/22/09,1278
9/8/12,9a,9,2.89,0,15061,129,0,25,10/6/09,1264
9/8/12,30,3,2.88,0.03,8820,75,1,10,3/27/10,1092
9/8/12,34,4,1.9,0,10359,35,1,9,6/7/10,1020
9/8/12,44,11,3.27,0,21913,232,0,34,11/15/10,859
9/8/12,18,24,2.85,0.15,29105,129,5,27,1/7/10,1171
9/8/12,4,8,4.09,0,11754,56,3,12,9/19/09,1281
9/8/12,29,10,5.6,0,20514,223,0,38,3/26/10,1093
9/8/12,15a,5,3.21,0,5521,24,0,5,11/3/09,1236
9/8/12,E15,30,3.84,0.01,21635,152,4,26,12/28/10,816
9/8/12,26,12,1.94,0,24375,73,7,17,2/21/10,1126
9/8/12,R7,3,2.6,0.06,1609,10,0,1,3/7/11,747
9/8/12,1b,11,3.49,0.04,6164,60,0,4,2/19/11,763
9/8/12,E110,1,2.5,0,6011,28,2,10,1/10/11,803
9/8/12,21,6,1.88,0,18107,131,1,23,1/23/10,1155
9/8/12,32,6,4.52,0,13032,87,0,11,6/7/10,1020
9/8/12,R5,2,0.51,0,2893,21,0,5,3/1/11,753
9/8/12,12,17,2.66,0.01,13243,44,3,20,10/21/09,1249
9/8/12,6b,12,4.5,0,11826,97,4,20,11/21/10,853
9/8/12,35a,5,3.72,0,16629,68,3,20,7/6/10,991
9/8/12,R1,9,3.22,0.06,6365,85,1,10,2/21/11,761
9/8/12,R3,3,0.25,0,2805,18,0,0,2/25/11,757
9/8/12,E11,10,1.77,0,4858,30,0,5,12/27/10,817
9/8/12,9b,41,3.45,0.12,38811,256,6,51,12/18/10,826
9/8/12,2,12,6.13,0.11,23780,231,6,44,9/11/09,1289
9/8/12,19,14,3.13,0,24811,178,3,19,1/12/10,1166
9/8/12,27,13,4.19,0.08,24085,137,6,31,3/10/10,1109
9/8/12,16,15,2.45,0.01,23359,277,4,38,11/9/09,1230
9/8/12,R2,3,0.38,0,4602,38,0,2,2/23/11,759
9/8/12,E18,2,2.92,0,6502,31,1,10,12/31/10,813
9/8/12,25,8,1.87,0,10851,48,1,13,2/13/10,1134
9/8/12,11a,31,1.56,0.03,47383,259,13,57,10/13/09,1257
9/8/12,16a,11,3.5,0,11263,74,1,13,11/9/09,1230
9/8/12,10,37,2.56,0.13,67029,490,10,63,10/13/09,1257
9/8/12,E14,15,3.61,0,11267,61,2,16,12/27/10,817
9/8/12,23,5,0.94,0,23980,75,4,18,1/27/10,1151
9/8/12,9,4,4.32,0.05,14758,144,1,24,10/6/09,1264
9/8/12,R6,1,1.17,0,2189,10,0,2,3/3/11,751
9/8/12,43,16,4.02,0.53,25256,292,4,33,11/7/10,867
9/8/12,17,7,4.28,0,19284,194,1,23,11/17/09,1222
9/8/12,E21,5,0.83,0.01,5453,30,0,16,4/18/11,705
9/8/12,1,18,3.06,0,23785,228,1,28,8/31/09,1300
9/8/12,11,19,3.77,0.18,25380,151,2,45,10/13/09,1257
9/8/12,17a,12,3.46,0.09,43539,246,6,44,11/19/09,1220
9/8/12,R4,6,1.91,0,4732,33,0,5,2/28/11,754
9/8/12,R14,2,2.71,0,800,7,0,0,4/19/11,704
9/8/12,Sunk,5,2.09,0.1,5532,26,0,3,7/16/10,981
9/8/12,13,3,2.08,0.01,12242,79,0,9,10/27/09,1243
9/8/12,45,2,0.56,0,5703,35,1,6,11/16/10,858
9/8/12,6a,26,2.7,0.09,30852,163,3,28,9/27/09,1273
9/8/12,42,11,4.45,0,20617,278,1,26,8/30/10,936
9/8/12,6c,19,4.49,0.01,10664,89,1,15,12/12/10,832
9/8/12,24a,9,5.95,0,18345,100,2,31,2/8/10,1139
9/8/12,7,35,2.81,0.04,52310,580,10,65,9/29/09,1271
9/8/12,E13,1,0,0,2758,24,0,1,12/27/10,817
9/8/12,8,19,2.08,0.01,28254,164,4,25,10/2/09,1268
9/8/12,24b,6,0.83,0,8704,72,0,13,2/9/10,1138
9/8/12,41,3,8.6,0,14982,166,1,26,3/12/10,1107
9/8/12,Reg3,7,3.49,0,9166,26,0,6,9/20/09,1280
9/9/12,R5,5,0.95,0,2893,21,0,5,3/1/11,753
9/9/12,22,6,2.85,0.01,9094,63,0,11,1/26/10,1152
9/9/12,21,15,2.02,0,18107,131,1,23,1/23/10,1155
9/9/12,R9,7,2.82,0,3544,8,0,12,4/10/11,713
9/9/12,E16,4,4.13,0.02,6818,30,0,3,12/29/10,815
9/9/12,E17,8,2.16,0.14,8616,47,0,15,12/29/10,815
9/9/12,9b,67,3.57,0.29,38811,256,6,51,12/18/10,826
9/9/12,17,5,4.26,0,19284,194,1,23,11/17/09,1222
9/9/12,37,31,4.12,0.08,21085,211,1,32,8/6/10,960
9/9/12,26,23,2.73,0.01,24375,73,7,17,2/21/10,1126
9/9/12,R12,4,2.88,0,3457,22,0,10,4/12/11,711
9/9/12,20,6,1.05,0.01,29020,113,8,15,1/15/10,1163
9/9/12,34,6,2.94,0,10359,35,1,9,6/7/10,1020
9/9/12,E18,6,0.79,0,6502,31,1,10,12/31/10,813
9/9/12,E13,2,4.11,0,2758,24,0,1,12/27/10,817
9/9/12,R3,10,2.23,0.04,2805,18,0,0,2/25/11,757
9/9/12,27,11,2.63,0,24085,137,6,31,3/10/10,1109
9/9/12,E12,2,0.42,0,2600,17,0,1,12/27/10,817
9/9/12,R14,1,0.49,0,800,7,0,0,4/19/11,704
9/9/12,19,15,2.85,0,24811,178,3,19,1/12/10,1166
9/9/12,E19,3,4.19,0,3170,21,1,9,1/7/11,806
9/9/12,45,2,1.32,0.01,5703,35,1,6,11/16/10,858
9/9/12,E111,3,0.63,0.01,1491,10,2,4,2/19/11,763
9/9/12,4,18,1.49,0.64,11754,56,3,12,9/19/09,1281
9/9/12,2,26,4.19,0.28,23780,231,6,44,9/11/09,1289
9/9/12,ANOVA,10,3.28,0.01,13723,58,1,18,9/22/09,1278
9/9/12,9,4,1.46,0,14758,144,1,24,10/6/09,1264
9/9/12,29,15,3.72,0,20514,223,0,38,3/26/10,1093
9/9/12,9c,11,4.63,0.04,12330,181,3,17,12/29/10,815
9/9/12,28,5,2.2,0.01,10086,78,0,10,3/23/10,1096
9/9/12,6c,37,3.02,0,10664,89,1,15,12/12/10,832
9/9/12,6,106,4,0.31,82659,353,5,54,9/27/09,1273
9/9/12,E14,15,4.37,0,11267,61,2,16,12/27/10,817
9/9/12,11,17,3.07,0,25380,151,2,45,10/13/09,1257
9/9/12,31,1,11.15,0,4615,52,1,3,3/28/10,1091
9/9/12,3,4,3.21,0,10818,110,0,18,9/12/09,1288
9/9/12,NegExt,3,2.45,0.01,1773,21,1,8,4/21/11,702
9/9/12,R4,9,4.3,0.01,4732,33,0,5,2/28/11,754
9/9/12,9a,9,0.96,0,15061,129,0,25,10/6/09,1264
9/9/12,36,5,3.47,0,5888,30,1,5,7/9/10,988
9/9/12,R11,0,0,0,1164,9,0,0,4/3/11,720
9/9/12,16,20,2.95,0,23359,277,4,38,11/9/09,1230
9/9/12,R2,9,4.45,0,4602,38,0,2,2/23/11,759
9/9/12,15a,4,3.65,0,5521,24,0,5,11/3/09,1236
9/9/12,6a,44,2.81,0.03,30852,163,3,28,9/27/09,1273
9/9/12,R7,4,5.8,0,1609,10,0,1,3/7/11,747
