Date,videoid,Views,Avg_duration,Earnings,vidviews,likes,dislikes,comments,startdate,daysactive
12/7/12,Sunk,9,2.05,0.01,5532,26,0,3,7/16/10,981
12/7/12,6a,35,2.16,0.03,30852,163,3,28,9/27/09,1273
12/7/12,9b,66,2.85,0.26,38811,256,6,51,12/18/10,826
12/7/12,UsefulTrick,12,2.26,0.01,2452,21,2,4,7/16/10,981
12/7/12,4,9,4.05,0.02,11754,56,3,12,9/19/09,1281
12/7/12,29a,19,1.2,0.13,9318,37,0,6,3/27/10,1092
12/7/12,18,32,3,0.05,29105,129,5,27,1/7/10,1171
12/7/12,R4,3,1.12,0.05,4732,33,0,5,2/28/11,754
12/7/12,21,42,2.6,0.27,18107,131,1,23,1/23/10,1155
12/7/12,R3,0,0,0,2805,18,0,0,2/25/11,757
12/7/12,37,35,4.92,0.21,21085,211,1,32,8/6/10,960
12/7/12,33,27,3.39,0.23,13834,52,2,14,6/7/10,1020
12/7/12,ANOVA,12,4.95,0.2,13723,58,1,18,9/22/09,1278
12/7/12,17,22,5.26,0.1,19284,194,1,23,11/17/09,1222
12/7/12,19,37,2.76,0.09,24811,178,3,19,1/12/10,1166
12/8/12,E14,23,1.79,0,11267,61,2,16,12/27/10,817
12/8/12,6,80,2.72,0.21,82659,353,5,54,9/27/09,1273
12/8/12,25,25,3.08,0.05,10851,48,1,13,2/13/10,1134
12/8/12,23,30,1.76,0.18,23980,75,4,18,1/27/10,1151
12/8/12,E19,3,3.89,0,3170,21,1,9,1/7/11,806
12/8/12,35,91,3.21,0.65,27407,141,4,48,6/14/10,1013
12/8/12,R11,3,0.32,0,1164,9,0,0,4/3/11,720
12/8/12,E15,46,4.26,0.09,21635,152,4,26,12/28/10,816
12/8/12,UsefulTrick,6,3.4,0.26,2452,21,2,4,7/16/10,981
12/8/12,E16,15,2.26,0.06,6818,30,0,3,12/29/10,815
12/8/12,Reg1,35,3.56,0.2,23308,67,4,23,9/20/09,1280
12/8/12,R1,18,4.64,0.04,6365,85,1,10,2/21/11,761
12/8/12,R14,2,2.75,0.03,800,7,0,0,4/19/11,704
12/8/12,E18,7,1.63,0.06,6502,31,1,10,12/31/10,813
12/8/12,21,31,2.71,0.19,18107,131,1,23,1/23/10,1155
12/8/12,29,42,5.8,0.12,20514,223,0,38,3/26/10,1093
12/8/12,26,27,2.58,0.01,24375,73,7,17,2/21/10,1126
12/8/12,R2,10,3.1,0,4602,38,0,2,2/23/11,759
12/8/12,E12,7,2.32,0,2600,17,0,1,12/27/10,817
12/8/12,Reg3,15,2.44,0,9166,26,0,6,9/20/09,1280
12/8/12,E13,4,3.21,0.02,2758,24,0,1,12/27/10,817
12/8/12,32,41,3.54,0.23,13032,87,0,11,6/7/10,1020
12/8/12,6b,9,1.14,0,11826,97,4,20,11/21/10,853
12/8/12,24b,15,1.21,0,8704,72,0,13,2/9/10,1138
12/8/12,R5,8,4.48,0.04,2893,21,0,5,3/1/11,753
12/8/12,Reg2,22,1.53,0.01,19069,31,4,8,9/20/09,1280
12/8/12,16,42,3.66,0.16,23359,277,4,38,11/9/09,1230
12/8/12,31,14,1.64,0.09,4615,52,1,3,3/28/10,1091
12/8/12,11,35,4.4,0.13,25380,151,2,45,10/13/09,1257
12/8/12,6c,9,2.71,0,10664,89,1,15,12/12/10,832
12/8/12,E17,7,1.82,0.1,8616,47,0,15,12/29/10,815
12/8/12,11a,61,4.44,0.08,47383,259,13,57,10/13/09,1257
12/8/12,E11,4,0.13,0,4858,30,0,5,12/27/10,817
12/8/12,30,25,1.52,0.05,8820,75,1,10,3/27/10,1092
12/8/12,Sunk,5,1.6,0,5532,26,0,3,7/16/10,981
12/8/12,R4,7,4.13,0.07,4732,33,0,5,2/28/11,754
12/8/12,E110,12,5.72,0.14,6011,28,2,10,1/10/11,803
12/8/12,20,25,3.19,0.02,29020,113,8,15,1/15/10,1163
12/8/12,44,52,3.25,0.03,21913,232,0,34,11/15/10,859
12/8/12,E21,3,5.72,0,5453,30,0,16,4/18/11,705
12/8/12,13,15,3.16,0,12242,79,0,9,10/27/09,1243
12/8/12,27,44,3.33,0.04,24085,137,6,31,3/10/10,1109
12/8/12,7,54,3.04,0.28,52310,580,10,65,9/29/09,1271
12/8/12,41,12,5.09,0.18,14982,166,1,26,3/12/10,1107
12/8/12,WhatIs,58,0.83,0.13,40995,98,3,11,12/20/10,824
12/8/12,R12,5,1.9,0.1,3457,22,0,10,4/12/11,711
12/8/12,22,15,5.26,0,9094,63,0,11,1/26/10,1152
12/8/12,42,56,6.23,0.21,20617,278,1,26,8/30/10,936
12/8/12,29b,18,2.93,0,6610,42,1,12,3/27/10,1092
12/8/12,R13,0,0,0,1739,9,0,1,4/14/11,709
12/8/12,NegExt,6,1.23,0,1773,21,1,8,4/21/11,702
12/8/12,40,20,3.79,0.32,17705,202,0,25,8/30/10,936
12/8/12,45,11,2.86,0.22,5703,35,1,6,11/16/10,858
12/8/12,9c,23,2.51,0.19,12330,181,3,17,12/29/10,815
12/8/12,18,47,2.67,0.09,29105,129,5,27,1/7/10,1171
12/8/12,9b,68,3.22,0.56,38811,256,6,51,12/18/10,826
12/8/12,10,100,3.3,0.16,67029,490,10,63,10/13/09,1257
12/8/12,19,52,2.27,0.24,24811,178,3,19,1/12/10,1166
12/8/12,1,19,3.28,0,23785,228,1,28,8/31/09,1300
12/8/12,R3,8,5.48,0.1,2805,18,0,0,2/25/11,757
12/8/12,R10,9,1.09,0.01,4778,34,0,5,3/29/11,725
12/8/12,4,7,3.7,0.08,11754,56,3,12,9/19/09,1281
12/8/12,3,19,3.27,0.01,10818,110,0,18,9/12/09,1288
12/8/12,36,19,3.32,0.09,5888,30,1,5,7/9/10,988
12/8/12,E111,3,9.17,0.12,1491,10,2,4,2/19/11,763
12/8/12,15a,10,1.84,0,5521,24,0,5,11/3/09,1236
12/8/12,R7,3,4.92,0,1609,10,0,1,3/7/11,747
12/8/12,14,12,3.65,0.01,5101,29,0,6,10/27/09,1243
12/8/12,1b,12,3.99,0.01,6164,60,0,4,2/19/11,763
12/8/12,35a,55,3.57,0.63,16629,68,3,20,7/6/10,991
12/8/12,38,16,5.2,0,9626,63,2,10,8/15/10,951
12/8/12,29a,21,1.15,0.03,9318,37,0,6,3/27/10,1092
12/8/12,24a,14,1.28,0.11,18345,100,2,31,2/8/10,1139
12/8/12,R8,3,1.52,0,1796,17,0,1,4/9/11,714
12/8/12,16a,26,4.28,0.08,11263,74,1,13,11/9/09,1230
12/8/12,43,53,3.84,0.31,25256,292,4,33,11/7/10,867
12/8/12,33,43,3.1,0.19,13834,52,2,14,6/7/10,1020
12/8/12,39,28,5.21,0.1,11422,96,2,32,8/16/10,950
12/8/12,9,14,1.89,0.01,14758,144,1,24,10/6/09,1264
12/8/12,ANOVA,22,2.56,0.07,13723,58,1,18,9/22/09,1278
12/8/12,9a,14,2.87,0.02,15061,129,0,25,10/6/09,1264
12/8/12,8,25,2.92,0.14,28254,164,4,25,10/2/09,1268
12/8/12,5,19,4.04,0,19875,180,0,25,9/25/09,1275
12/8/12,28,11,4.17,0,10086,78,0,10,3/23/10,1096
12/8/12,6a,18,1.45,0.04,30852,163,3,28,9/27/09,1273
12/8/12,17,30,3.43,0.02,19284,194,1,23,11/17/09,1222
12/8/12,34,32,2.77,0.22,10359,35,1,9,6/7/10,1020
12/8/12,17a,59,2.69,0.13,43539,246,6,44,11/19/09,1220
12/8/12,R9,6,0.82,0,3544,8,0,12,4/10/11,713
12/8/12,2,22,6.62,0,23780,231,6,44,9/11/09,1289
12/8/12,R6,8,2.66,0.03,2189,10,0,2,3/3/11,751
12/8/12,37,44,4.4,0.15,21085,211,1,32,8/6/10,960
12/8/12,12,16,4.23,0.04,13243,44,3,20,10/21/09,1249
12/9/12,15a,10,2.66,0,5521,24,0,5,11/3/09,1236
12/9/12,3,20,3.96,0.04,10818,110,0,18,9/12/09,1288
12/9/12,R14,3,5.99,0.04,800,7,0,0,4/19/11,704
12/9/12,E18,23,2.69,0.06,6502,31,1,10,12/31/10,813
12/9/12,6a,51,1.69,0.15,30852,163,3,28,9/27/09,1273
12/9/12,E13,6,3.93,0.01,2758,24,0,1,12/27/10,817
12/9/12,E16,25,0.87,0.03,6818,30,0,3,12/29/10,815
12/9/12,33,56,3.53,0.3,13834,52,2,14,6/7/10,1020
12/9/12,29b,30,3.06,0.23,6610,42,1,12,3/27/10,1092
12/9/12,9,20,3.44,0.12,14758,144,1,24,10/6/09,1264
12/9/12,18,53,2,0.42,29105,129,5,27,1/7/10,1171
12/9/12,R3,5,0.46,0.06,2805,18,0,0,2/25/11,757
12/9/12,1b,15,4.85,0.09,6164,60,0,4,2/19/11,763
12/9/12,E12,6,1.95,0.01,2600,17,0,1,12/27/10,817
12/9/12,E19,3,1.33,0.01,3170,21,1,9,1/7/11,806
12/9/12,E110,15,3.78,0.08,6011,28,2,10,1/10/11,803
12/9/12,9c,32,2.39,0.03,12330,181,3,17,12/29/10,815
12/9/12,E17,23,2.02,0.04,8616,47,0,15,12/29/10,815
12/9/12,E15,73,4.15,0.06,21635,152,4,26,12/28/10,816
12/9/12,5,22,4.37,0.12,19875,180,0,25,9/25/09,1275
12/9/12,Reg3,18,3.03,0,9166,26,0,6,9/20/09,1280
12/9/12,17,28,5.23,0.01,19284,194,1,23,11/17/09,1222
12/9/12,41,45,3.48,0,14982,166,1,26,3/12/10,1107
12/9/12,Reg1,40,3.14,0.13,23308,67,4,23,9/20/09,1280
12/9/12,16a,33,2.05,0.55,11263,74,1,13,11/9/09,1230
12/9/12,6c,24,3,0.27,10664,89,1,15,12/12/10,832
12/9/12,UsefulTrick,9,1.01,0,2452,21,2,4,7/16/10,981
12/9/12,R1,15,4.39,0.1,6365,85,1,10,2/21/11,761
12/9/12,7,100,4.05,0.99,52310,580,10,65,9/29/09,1271
12/9/12,R9,6,1.73,0,3544,8,0,12,4/10/11,713
12/9/12,22,27,3.43,0.1,9094,63,0,11,1/26/10,1152
12/9/12,23,35,2.3,0.01,23980,75,4,18,1/27/10,1151
12/9/12,R8,5,2.58,0,1796,17,0,1,4/9/11,714
12/9/12,9a,24,2.93,0.06,15061,129,0,25,10/6/09,1264
12/9/12,11,42,3.74,0.33,25380,151,2,45,10/13/09,1257
12/9/12,38,31,3.93,0.1,9626,63,2,10,8/15/10,951
12/9/12,21,38,2.35,0.01,18107,131,1,23,1/23/10,1155
12/9/12,39,37,4.2,0,11422,96,2,32,8/16/10,950
12/9/12,R13,1,0.49,0,1739,9,0,1,4/14/11,709
12/9/12,6,107,3.11,0.47,82659,353,5,54,9/27/09,1273
12/9/12,R11,2,0.22,0,1164,9,0,0,4/3/11,720
12/9/12,25,26,3.36,0.01,10851,48,1,13,2/13/10,1134
12/9/12,E21,16,2.66,0.06,5453,30,0,16,4/18/11,705
12/9/12,28,25,4.34,0.37,10086,78,0,10,3/23/10,1096
12/9/12,6b,17,3.26,0,11826,97,4,20,11/21/10,853
12/9/12,9b,80,2.73,0.26,38811,256,6,51,12/18/10,826
12/9/12,45,24,1.46,0.13,5703,35,1,6,11/16/10,858
12/9/12,WhatIs,82,1.53,0.84,40995,98,3,11,12/20/10,824
12/9/12,11a,96,2.74,0.37,47383,259,13,57,10/13/09,1257
12/9/12,24a,31,3.04,0.06,18345,100,2,31,2/8/10,1139
12/9/12,R2,8,1.54,0.01,4602,38,0,2,2/23/11,759
12/9/12,Reg2,21,0.95,0.01,19069,31,4,8,9/20/09,1280
12/9/12,1,23,2.09,0.01,23785,228,1,28,8/31/09,1300
12/9/12,R6,12,3.24,0.13,2189,10,0,2,3/3/11,751
12/9/12,26,49,2.68,0.02,24375,73,7,17,2/21/10,1126
12/9/12,24b,22,1.91,0.06,8704,72,0,13,2/9/10,1138
12/9/12,29,79,4.88,0.2,20514,223,0,38,3/26/10,1093
12/9/12,E14,34,3.69,0.41,11267,61,2,16,12/27/10,817
12/9/12,ANOVA,39,2.44,0.07,13723,58,1,18,9/22/09,1278
12/9/12,16,76,3.19,0.18,23359,277,4,38,11/9/09,1230
12/9/12,R10,11,2.16,0.01,4778,34,0,5,3/29/11,725
12/9/12,R4,15,3.69,0,4732,33,0,5,2/28/11,754
12/9/12,32,50,4.08,0.23,13032,87,0,11,6/7/10,1020
12/9/12,12,12,4.8,0.02,13243,44,3,20,10/21/09,1249
12/9/12,R5,10,2.37,0.08,2893,21,0,5,3/1/11,753
12/9/12,13,22,3.51,0.13,12242,79,0,9,10/27/09,1243
12/9/12,34,46,2.78,0.43,10359,35,1,9,6/7/10,1020
12/9/12,29a,26,1.27,0.03,9318,37,0,6,3/27/10,1092
12/9/12,19,44,3.11,0.08,24811,178,3,19,1/12/10,1166
12/9/12,E111,4,3.32,0,1491,10,2,4,2/19/11,763
12/9/12,31,24,2.63,0.22,4615,52,1,3,3/28/10,1091
12/9/12,2,22,4.75,0.1,23780,231,6,44,9/11/09,1289
12/9/12,R12,15,1.54,0.12,3457,22,0,10,4/12/11,711
12/9/12,27,37,4.48,0.24,24085,137,6,31,3/10/10,1109
12/9/12,R7,4,0.58,0,1609,10,0,1,3/7/11,747
12/9/12,4,9,2.66,0.01,11754,56,3,12,9/19/09,1281
12/9/12,44,100,4.32,0.5,21913,232,0,34,11/15/10,859
12/9/12,20,44,3.14,0.02,29020,113,8,15,1/15/10,1163
12/9/12,43,68,3.61,0.16,25256,292,4,33,11/7/10,867
12/9/12,36,20,1.1,0,5888,30,1,5,7/9/10,988
12/9/12,NegExt,7,2.34,0.01,1773,21,1,8,4/21/11,702
12/9/12,35,114,3.36,0.31,27407,141,4,48,6/14/10,1013
12/9/12,42,100,6.4,0.48,20617,278,1,26,8/30/10,936
12/9/12,8,37,3.27,0.02,28254,164,4,25,10/2/09,1268
12/9/12,E11,17,1.18,0.03,4858,30,0,5,12/27/10,817
12/9/12,10,171,3.13,0.82,67029,490,10,63,10/13/09,1257
12/9/12,14,9,4.79,0,5101,29,0,6,10/27/09,1243
12/9/12,17a,80,3.23,0.49,43539,246,6,44,11/19/09,1220
12/9/12,Sunk,10,1.78,0,5532,26,0,3,7/16/10,981
12/9/12,40,29,4.8,0.18,17705,202,0,25,8/30/10,936
12/9/12,30,34,1.7,0.12,8820,75,1,10,3/27/10,1092
12/9/12,35a,81,3.62,0.37,16629,68,3,20,7/6/10,991
12/9/12,37,49,3.22,0.94,21085,211,1,32,8/6/10,960
12/10/12,11a,85,2.68,0.2,47383,259,13,57,10/13/09,1257
12/10/12,E110,13,3.64,0.02,6011,28,2,10,1/10/11,803
12/10/12,9a,29,2.48,0.1,15061,129,0,25,10/6/09,1264
12/10/12,6b,20,3.61,0.01,11826,97,4,20,11/21/10,853
12/10/12,9c,24,3.29,0.18,12330,181,3,17,12/29/10,815
12/10/12,45,23,3.84,0,5703,35,1,6,11/16/10,858
12/10/12,Reg2,23,2.47,0.04,19069,31,4,8,9/20/09,1280
12/10/12,43,70,4.11,0.37,25256,292,4,33,11/7/10,867
12/10/12,14,10,3.47,0.17,5101,29,0,6,10/27/09,1243
12/10/12,E16,15,1.87,0.04,6818,30,0,3,12/29/10,815
12/10/12,E19,9,0.68,0,3170,21,1,9,1/7/11,806
12/10/12,ANOVA,18,3.58,0.11,13723,58,1,18,9/22/09,1278
12/10/12,WhatIs,63,2.74,0.22,40995,98,3,11,12/20/10,824
12/10/12,6,101,2.58,0.43,82659,353,5,54,9/27/09,1273
12/10/12,R13,0,0,0,1739,9,0,1,4/14/11,709
12/10/12,E111,6,0.36,0,1491,10,2,4,2/19/11,763
12/10/12,9,28,3.25,0.05,14758,144,1,24,10/6/09,1264
12/10/12,11,35,4.49,0.32,25380,151,2,45,10/13/09,1257
12/10/12,17a,72,3.37,0.16,43539,246,6,44,11/19/09,1220
12/10/12,40,29,4.62,0.01,17705,202,0,25,8/30/10,936
12/10/12,E14,27,2.92,0.16,11267,61,2,16,12/27/10,817
12/10/12,R2,9,2.9,0.03,4602,38,0,2,2/23/11,759
12/10/12,E13,0,0,0,2758,24,0,1,12/27/10,817
12/10/12,29a,26,1.05,0.09,9318,37,0,6,3/27/10,1092
12/10/12,24a,24,2.02,0.03,18345,100,2,31,2/8/10,1139
12/10/12,29b,16,2.46,0.34,6610,42,1,12,3/27/10,1092
12/10/12,E18,17,1.43,0.18,6502,31,1,10,12/31/10,813
12/10/12,5,38,2.19,3.91,19875,180,0,25,9/25/09,1275
12/10/12,18,49,2.56,0.18,29105,129,5,27,1/7/10,1171
12/10/12,9b,69,2.58,0.2,38811,256,6,51,12/18/10,826
12/10/12,R7,5,0.89,0.03,1609,10,0,1,3/7/11,747
12/10/12,10,167,3.31,0.62,67029,490,10,63,10/13/09,1257
12/10/12,E21,14,3.01,0.06,5453,30,0,16,4/18/11,705
12/10/12,3,22,3.23,0.07,10818,110,0,18,9/12/09,1288
12/10/12,1b,8,2.64,0.02,6164,60,0,4,2/19/11,763
12/10/12,34,58,2.84,0.6,10359,35,1,9,6/7/10,1020
12/10/12,33,73,4,0.2,13834,52,2,14,6/7/10,1020
12/10/12,24b,15,1.94,0.15,8704,72,0,13,2/9/10,1138
12/10/12,27,47,3.64,0.48,24085,137,6,31,3/10/10,1109
12/10/12,36,17,3.92,0.04,5888,30,1,5,7/9/10,988
12/10/12,R14,0,0,0,800,7,0,0,4/19/11,704
12/10/12,E15,57,3.79,0.24,21635,152,4,26,12/28/10,816
12/10/12,38,20,5.13,0.23,9626,63,2,10,8/15/10,951
12/10/12,44,100,3.81,0.09,21913,232,0,34,11/15/10,859
12/10/12,16a,28,2.42,0.01,11263,74,1,13,11/9/09,1230
12/10/12,41,31,4.27,0.03,14982,166,1,26,3/12/10,1107
12/10/12,Sunk,8,1.94,0,5532,26,0,3,7/16/10,981
12/10/12,Reg1,59,3.2,0.26,23308,67,4,23,9/20/09,1280
12/10/12,8,44,3.71,0.28,28254,164,4,25,10/2/09,1268
12/10/12,13,14,2.05,0.18,12242,79,0,9,10/27/09,1243
12/10/12,E11,5,2.97,0,4858,30,0,5,12/27/10,817
12/10/12,31,16,2.23,0.23,4615,52,1,3,3/28/10,1091
12/10/12,R10,6,0.97,0,4778,34,0,5,3/29/11,725
12/10/12,21,55,2.88,0.26,18107,131,1,23,1/23/10,1155
12/10/12,25,33,3.33,0.33,10851,48,1,13,2/13/10,1134
12/10/12,4,13,1.42,0.02,11754,56,3,12,9/19/09,1281
12/10/12,6a,43,2.11,0.15,30852,163,3,28,9/27/09,1273
12/10/12,39,44,3.79,0.13,11422,96,2,32,8/16/10,950
12/10/12,26,40,2.4,0.08,24375,73,7,17,2/21/10,1126
12/10/12,6c,18,2.12,0.02,10664,89,1,15,12/12/10,832
12/10/12,R1,16,4.66,0.23,6365,85,1,10,2/21/11,761
12/10/12,R11,2,1.35,0,1164,9,0,0,4/3/11,720
12/10/12,32,74,3.93,0.29,13032,87,0,11,6/7/10,1020
12/10/12,30,33,1.81,0.17,8820,75,1,10,3/27/10,1092
12/10/12,16,61,2.97,0.55,23359,277,4,38,11/9/09,1230
12/10/12,35,138,3.18,0.55,27407,141,4,48,6/14/10,1013
12/10/12,2,18,5.11,0.32,23780,231,6,44,9/11/09,1289
12/10/12,15a,11,1.66,0.01,5521,24,0,5,11/3/09,1236
12/10/12,UsefulTrick,6,2.15,0,2452,21,2,4,7/16/10,981
12/10/12,R5,8,3.2,0.01,2893,21,0,5,3/1/11,753
12/10/12,R3,3,8.5,0,2805,18,0,0,2/25/11,757
12/10/12,E12,1,1.09,0,2600,17,0,1,12/27/10,817
12/10/12,E17,17,1.69,0.06,8616,47,0,15,12/29/10,815
12/10/12,R6,8,1.53,0.02,2189,10,0,2,3/3/11,751
12/10/12,R8,6,2.6,0.01,1796,17,0,1,4/9/11,714
12/10/12,12,16,2.48,0.04,13243,44,3,20,10/21/09,1249
12/10/12,20,63,3.35,0.23,29020,113,8,15,1/15/10,1163
12/10/12,28,17,2.4,0.02,10086,78,0,10,3/23/10,1096
12/10/12,R9,9,1.21,0.04,3544,8,0,12,4/10/11,713
12/10/12,17,18,3.86,0.02,19284,194,1,23,11/17/09,1222
12/10/12,R4,7,1.56,0,4732,33,0,5,2/28/11,754
12/10/12,23,45,2.2,0.1,23980,75,4,18,1/27/10,1151
12/10/12,29,74,5.14,0.73,20514,223,0,38,3/26/10,1093
12/10/12,22,28,4.7,0,9094,63,0,11,1/26/10,1152
12/10/12,37,83,3.81,2.07,21085,211,1,32,8/6/10,960
12/10/12,19,55,3.58,0.17,24811,178,3,19,1/12/10,1166
12/10/12,1,22,3.03,0.04,23785,228,1,28,8/31/09,1300
12/10/12,42,96,4.92,0.4,20617,278,1,26,8/30/10,936
12/10/12,NegExt,6,3.29,0,1773,21,1,8,4/21/11,702
12/10/12,7,114,3.78,0.85,52310,580,10,65,9/29/09,1271
12/10/12,R12,12,1.39,0.03,3457,22,0,10,4/12/11,711
12/10/12,Reg3,18,2.47,0.17,9166,26,0,6,9/20/09,1280
12/10/12,35a,67,3.56,0.5,16629,68,3,20,7/6/10,991
12/11/12,E14,26,3.98,0.12,11267,61,2,16,12/27/10,817
12/11/12,E16,11,1.12,0,6818,30,0,3,12/29/10,815
12/11/12,24a,24,3.37,0.1,18345,100,2,31,2/8/10,1139
12/11/12,E18,7,5.66,0,6502,31,1,10,12/31/10,813
12/11/12,E111,4,0.43,0.02,1491,10,2,4,2/19/11,763
12/11/12,40,39,4.47,0.26,17705,202,0,25,8/30/10,936
12/11/12,R3,5,6.66,0,2805,18,0,0,2/25/11,757
12/11/12,3,18,4.54,0.23,10818,110,0,18,9/12/09,1288
12/11/12,1b,10,2.84,0,6164,60,0,4,2/19/11,763
12/11/12,11,47,3.52,0.11,25380,151,2,45,10/13/09,1257
12/11/12,31,20,2.61,0.07,4615,52,1,3,3/28/10,1091
12/11/12,39,60,4.74,0.28,11422,96,2,32,8/16/10,950
12/11/12,27,59,4.16,0.32,24085,137,6,31,3/10/10,1109
12/11/12,35a,87,3.94,0.14,16629,68,3,20,7/6/10,991
12/11/12,5,32,4.65,0.07,19875,180,0,25,9/25/09,1275
12/11/12,26,44,2.47,1.4,24375,73,7,17,2/21/10,1126
12/11/12,R6,10,2.98,0.04,2189,10,0,2,3/3/11,751
12/11/12,1,36,3.19,0.19,23785,228,1,28,8/31/09,1300
12/11/12,19,60,3.53,0.28,24811,178,3,19,1/12/10,1166
12/11/12,42,156,5.68,0.41,20617,278,1,26,8/30/10,936
12/11/12,Sunk,13,1.77,0.12,5532,26,0,3,7/16/10,981
12/11/12,E11,6,2.73,0,4858,30,0,5,12/27/10,817
12/11/12,34,56,2.56,0.45,10359,35,1,9,6/7/10,1020
12/11/12,22,20,4.64,0.1,9094,63,0,11,1/26/10,1152
12/11/12,23,45,2.32,0.14,23980,75,4,18,1/27/10,1151
12/11/12,R14,0,0,0,800,7,0,0,4/19/11,704
12/11/12,R9,3,0.28,0,3544,8,0,12,4/10/11,713
12/11/12,35,170,3.66,1.14,27407,141,4,48,6/14/10,1013
12/11/12,24b,24,3,0.01,8704,72,0,13,2/9/10,1138
12/11/12,9a,31,4.32,0.11,15061,129,0,25,10/6/09,1264
12/11/12,R5,3,0.9,0,2893,21,0,5,3/1/11,753
12/11/12,29,107,4.94,0.53,20514,223,0,38,3/26/10,1093
12/11/12,UsefulTrick,12,2.86,0.15,2452,21,2,4,7/16/10,981
12/11/12,R13,1,0,0,1739,9,0,1,4/14/11,709
12/11/12,43,118,4.4,0.8,25256,292,4,33,11/7/10,867
12/11/12,R4,10,4.47,0.05,4732,33,0,5,2/28/11,754
12/11/12,33,72,3.93,1.45,13834,52,2,14,6/7/10,1020
12/11/12,13,34,3.6,0.18,12242,79,0,9,10/27/09,1243
12/11/12,R7,1,10.26,0,1609,10,0,1,3/7/11,747
12/11/12,6c,20,2.67,0.09,10664,89,1,15,12/12/10,832
12/11/12,Reg1,48,3.74,0.01,23308,67,4,23,9/20/09,1280
12/11/12,E12,6,1.66,0.04,2600,17,0,1,12/27/10,817
12/11/12,20,66,2.94,0.06,29020,113,8,15,1/15/10,1163
12/11/12,28,19,2.07,0.01,10086,78,0,10,3/23/10,1096
12/11/12,ANOVA,41,3.43,0.15,13723,58,1,18,9/22/09,1278
12/11/12,10,172,3.13,0.52,67029,490,10,63,10/13/09,1257
12/11/12,WhatIs,74,0.74,0.42,40995,98,3,11,12/20/10,824
12/11/12,21,46,2.52,0.01,18107,131,1,23,1/23/10,1155
12/11/12,2,32,4.24,0.06,23780,231,6,44,9/11/09,1289
12/11/12,NegExt,7,3.55,0,1773,21,1,8,4/21/11,702
12/11/12,6a,66,2.29,0.46,30852,163,3,28,9/27/09,1273
12/11/12,E15,43,4.87,0.21,21635,152,4,26,12/28/10,816
12/11/12,6,146,3.1,0.29,82659,353,5,54,9/27/09,1273
12/11/12,8,46,4.32,0.39,28254,164,4,25,10/2/09,1268
12/11/12,38,30,3.94,0.11,9626,63,2,10,8/15/10,951
12/11/12,6b,35,3.21,0.09,11826,97,4,20,11/21/10,853
12/11/12,R11,1,0.34,0,1164,9,0,0,4/3/11,720
12/11/12,R2,11,3.1,0,4602,38,0,2,2/23/11,759
12/11/12,E13,4,3.44,0,2758,24,0,1,12/27/10,817
12/11/12,R1,18,2.51,0.07,6365,85,1,10,2/21/11,761
12/11/12,R12,11,2.34,0.18,3457,22,0,10,4/12/11,711
12/11/12,25,42,3.95,0.01,10851,48,1,13,2/13/10,1134
12/11/12,11a,80,3.66,0.26,47383,259,13,57,10/13/09,1257
12/11/12,37,117,4.81,0.5,21085,211,1,32,8/6/10,960
12/11/12,32,65,4.66,0.36,13032,87,0,11,6/7/10,1020
12/11/12,17a,84,3.56,0.27,43539,246,6,44,11/19/09,1220
12/11/12,36,25,3.33,0.07,5888,30,1,5,7/9/10,988
12/11/12,E19,5,2.49,0.01,3170,21,1,9,1/7/11,806
12/11/12,15a,15,4.34,0.11,5521,24,0,5,11/3/09,1236
12/11/12,41,49,4.75,0.23,14982,166,1,26,3/12/10,1107
12/11/12,4,12,1.71,0,11754,56,3,12,9/19/09,1281
12/11/12,E110,17,4.28,0.14,6011,28,2,10,1/10/11,803
12/11/12,18,52,2.61,0.38,29105,129,5,27,1/7/10,1171
12/11/12,Reg2,22,2.23,0.01,19069,31,4,8,9/20/09,1280
12/11/12,44,128,3.84,0.45,21913,232,0,34,11/15/10,859
12/11/12,29b,24,4.4,0.02,6610,42,1,12,3/27/10,1092
12/11/12,30,37,2.05,0.09,8820,75,1,10,3/27/10,1092
12/11/12,14,24,4.14,0.2,5101,29,0,6,10/27/09,1243
12/11/12,Reg3,19,2.99,0.06,9166,26,0,6,9/20/09,1280
12/11/12,45,34,2.13,0.24,5703,35,1,6,11/16/10,858
12/11/12,R8,2,1.04,0,1796,17,0,1,4/9/11,714
12/11/12,9b,104,2.83,0.33,38811,256,6,51,12/18/10,826
12/11/12,29a,38,1.15,0.41,9318,37,0,6,3/27/10,1092
12/11/12,9c,26,2.57,0.24,12330,181,3,17,12/29/10,815
12/11/12,17,35,5.05,0.02,19284,194,1,23,11/17/09,1222
12/11/12,7,107,3.66,0.47,52310,580,10,65,9/29/09,1271
12/11/12,E17,18,2.86,0.19,8616,47,0,15,12/29/10,815
12/11/12,16a,17,3.38,0.03,11263,74,1,13,11/9/09,1230
12/11/12,12,20,3.13,0.17,13243,44,3,20,10/21/09,1249
12/11/12,R10,4,0.82,0.01,4778,34,0,5,3/29/11,725
12/11/12,E21,14,3.7,0.04,5453,30,0,16,4/18/11,705
12/11/12,9,34,3.71,0.03,14758,144,1,24,10/6/09,1264
12/11/12,16,58,3.43,0.25,23359,277,4,38,11/9/09,1230
12/12/12,R10,8,4.24,0.07,4778,34,0,5,3/29/11,725
12/12/12,1b,11,2.61,0.15,6164,60,0,4,2/19/11,763
